名称,年代,类型,图片,详情
民国胭脂红釉瓷盖杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650702000286.jpg,https://www.gdmuseum.com/cn/col49/23586
民国胭脂红釉瓷盖杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650702000286.jpg,https://www.gdmuseum.com/cn/col49/23585
民国胭脂红釉瓷盖杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650702070830.jpg,https://www.gdmuseum.com/cn/col49/23584
民国胭脂红釉瓷盖杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650702070830.jpg,https://www.gdmuseum.com/cn/col49/23583
清同治燕喜同和款矾红双喜瓷杯托,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613213470.jpg,https://www.gdmuseum.com/cn/col49/23580
清同治款珊瑚红加金盖杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613266960.jpg,https://www.gdmuseum.com/cn/col49/23579
清乾隆雕漆釉瓷茶杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650613155356.jpg,https://www.gdmuseum.com/cn/col49/23578
清石湾窑钧蓝釉瓜形鼠柄陶盖壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650612965020.jpg,https://www.gdmuseum.com/cn/col49/23577
民国粉彩描金人物瓷茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650610619070.jpg,https://www.gdmuseum.com/cn/col49/23576
清嘉庆款五彩婴戏茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650610222886.jpg,https://www.gdmuseum.com/cn/col49/23575
清五彩花卉瓷盖碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650610124208.jpg,https://www.gdmuseum.com/cn/col49/23574
清嘉庆款青花矾红彩花卉小瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650610086612.jpg,https://www.gdmuseum.com/cn/col49/23573
清嘉庆青花矾红彩云龙船型杯托,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650610033235.jpg,https://www.gdmuseum.com/cn/col49/23572
清乾隆彩华堂青花釉里红八仙船形碟,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650609863584.jpg,https://www.gdmuseum.com/cn/col49/23571
清乾隆彩华堂青花釉里红八仙船形碟,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650609809437.jpg,https://www.gdmuseum.com/cn/col49/23570
清乾隆款青花船形碟,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650555213809.jpg,https://www.gdmuseum.com/cn/col49/23569
清乾隆款粉彩人物八角瓷碟,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650555085225.jpg,https://www.gdmuseum.com/cn/col49/23568
清乾隆款粉彩人物八角瓷碟,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650554950974.jpg,https://www.gdmuseum.com/cn/col49/23567
清乾隆款珊瑚红皮球花瓷渣斗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650554874706.jpg,https://www.gdmuseum.com/cn/col49/23566
清乾隆彩华堂款斗彩杯托,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650554766689.jpg,https://www.gdmuseum.com/cn/col49/23565
清乾隆款斗彩团菊勾莲瓷盖碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650554454759.jpg,https://www.gdmuseum.com/cn/col49/23564
清乾隆款绿龙八宝盖罐,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650554352312.jpg,https://www.gdmuseum.com/cn/col49/23563
清乾隆款黄釉暗云龙白里小瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650554264269.jpg,https://www.gdmuseum.com/cn/col49/23562
清乾隆款芸豆红瓷盖碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553700323.jpg,https://www.gdmuseum.com/cn/col49/23561
清乾隆款珊瑚红描金小瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553579760.jpg,https://www.gdmuseum.com/cn/col49/23560
清乾隆款黄釉绿龙菊瓣口碟,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553503732.jpg,https://www.gdmuseum.com/cn/col49/23559
清乾隆款黄釉绿龙寿字小碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553449454.jpg,https://www.gdmuseum.com/cn/col49/23558
清祭蓝描金勾莲花瓷杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553392016.jpg,https://www.gdmuseum.com/cn/col49/23557
清乾隆炉钧釉瓷壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553306633.jpg,https://www.gdmuseum.com/cn/col49/23556
清乾隆炉钧釉六方瓷杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553206685.jpg,https://www.gdmuseum.com/cn/col49/23555
清敬畏堂制款豆青釉瓷盖碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650553087857.jpg,https://www.gdmuseum.com/cn/col49/23554
清豆青釉小瓷杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552932956.jpg,https://www.gdmuseum.com/cn/col49/23553
清乾隆款青花加紫折枝花杯托,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552827470.jpg,https://www.gdmuseum.com/cn/col49/23552
清乾隆青花寿字瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552789307.jpg,https://www.gdmuseum.com/cn/col49/23551
清康熙青花缠枝莲纹带盖大茶壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552734851.jpg,https://www.gdmuseum.com/cn/col49/23550
清红芍山房款暗花小瓷杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552437632.jpg,https://www.gdmuseum.com/cn/col49/23549
清乾隆粉彩花卉小瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552328620.jpg,https://www.gdmuseum.com/cn/col49/23548
清晋磗唫馆款粉彩瓷盖碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552207001.jpg,https://www.gdmuseum.com/cn/col49/23547
清嘉庆款黄地粉彩茶杯碟,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552154605.jpg,https://www.gdmuseum.com/cn/col49/23546
清嘉庆款红彩诗句花卉瓷盖碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552099486.jpg,https://www.gdmuseum.com/cn/col49/23545
清雍正红彩描金折枝梅花小碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552050755.jpg,https://www.gdmuseum.com/cn/col49/23544
清雍正珊瑚红提梁壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650552007600.jpg,https://www.gdmuseum.com/cn/col49/23543
清雍正仿成化珊瑚红小碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551958500.jpg,https://www.gdmuseum.com/cn/col49/23542
清雍正款斗彩缠枝番莲小瓷杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551922011.jpg,https://www.gdmuseum.com/cn/col49/23541
清康熙款釉里红团凤小瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551886798.jpg,https://www.gdmuseum.com/cn/col49/23540
清雍正粉彩折枝花果壶,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551849570.jpg,https://www.gdmuseum.com/cn/col49/23539
清康熙五彩六棱瓷杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551808760.jpg,https://www.gdmuseum.com/cn/col49/23538
清康熙款紫金釉小瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551774099.jpg,https://www.gdmuseum.com/cn/col49/23537
清康熙款绿龙碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551735511.jpg,https://www.gdmuseum.com/cn/col49/23536
清康熙款黄地五彩云龙瓷碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551699810.jpg,https://www.gdmuseum.com/cn/col49/23535
清光绪青花山水人物瓷杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551661440.jpg,https://www.gdmuseum.com/cn/col49/23534
清青花花蝶杯,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551621023.jpg,https://www.gdmuseum.com/cn/col49/23533
清康熙仿成化青花小碗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551584425.jpg,https://www.gdmuseum.com/cn/col49/23532
清嘉庆款青花开光诗句菊式洗,清,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551544586.jpg,https://www.gdmuseum.com/cn/col49/23531
明万历款长方小盘,明,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551506043.jpg,https://www.gdmuseum.com/cn/col49/23530
明万历“长命富贵”款青花碗,明,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551469378.jpg,https://www.gdmuseum.com/cn/col49/23529
明万历青花墨莲小碗,明,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551427581.jpg,https://www.gdmuseum.com/cn/col49/23528
明嘉靖白釉印花鱼藻小瓷碗,明,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551366195.jpg,https://www.gdmuseum.com/cn/col49/23527
南宋吉州窑剪纸贴三凤纹瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551301159.jpg,https://www.gdmuseum.com/cn/col49/23526
南宋吉州窑黑釉白花小瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551230836.jpg,https://www.gdmuseum.com/cn/col49/23525
宋吉州窑三花天目碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551157365.jpg,https://www.gdmuseum.com/cn/col49/23524
宋建窑黑釉瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551117089.jpg,https://www.gdmuseum.com/cn/col49/23523
宋建窑黑釉瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551078797.jpg,https://www.gdmuseum.com/cn/col49/23522
宋黒釉碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650551023870.jpg,https://www.gdmuseum.com/cn/col49/23521
宋钧窑青釉瓷杯,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550805018.jpg,https://www.gdmuseum.com/cn/col49/23520
宋钧窑蓝釉小瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550712936.jpg,https://www.gdmuseum.com/cn/col49/23519
宋影青划花平底敞口瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550667967.jpg,https://www.gdmuseum.com/cn/col49/23518
宋影青刻花瓣口小瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550564172.jpg,https://www.gdmuseum.com/cn/col49/23517
北宋山西霍县仿定白釉印花碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550309907.jpg,https://www.gdmuseum.com/cn/col49/23516
北宋鹤壁窑白釉贴花叶纹瓷臼,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550263024.jpg,https://www.gdmuseum.com/cn/col49/23515
宋白釉四系瓷罐,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550223740.jpg,https://www.gdmuseum.com/cn/col49/23514
宋定窑白釉印花小瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550170781.jpg,https://www.gdmuseum.com/cn/col49/23513
宋青釉小碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550096762.jpg,https://www.gdmuseum.com/cn/col49/23512
北宋青白釉瓣口高足小瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550055379.jpg,https://www.gdmuseum.com/cn/col49/23511
宋临汝窑青釉敞口碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650550006240.jpg,https://www.gdmuseum.com/cn/col49/23510
宋临汝窑青釉撇口碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549973206.jpg,https://www.gdmuseum.com/cn/col49/23509
宋临汝窑青釉小碟,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549924560.jpg,https://www.gdmuseum.com/cn/col49/23508
宋临汝窑青釉小瓷碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549888722.jpg,https://www.gdmuseum.com/cn/col49/23507
宋耀州窑酱色釉小盏,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2023-09/1694397598748.jpg,https://www.gdmuseum.com/cn/col49/23506
宋龙泉碗,宋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549806471.jpg,https://www.gdmuseum.com/cn/col49/23505
唐越窑青釉小瓷碗,唐,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549749035.jpg,https://www.gdmuseum.com/cn/col49/23504
唐越窑瓣口小瓷碗,唐,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549690438.jpg,https://www.gdmuseum.com/cn/col49/23503
唐越窑青釉小瓷碗,唐,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549646501.jpg,https://www.gdmuseum.com/cn/col49/23502
唐白釉平底小瓷碗,唐,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549586769.jpg,https://www.gdmuseum.com/cn/col49/23501
唐长沙窑青釉瓜棱瓷壶,唐,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549316917.jpg,https://www.gdmuseum.com/cn/col49/23500
唐白釉碗,唐,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650549271426.jpg,https://www.gdmuseum.com/cn/col49/23499
唐白釉碗,唐,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650548379288.jpg,https://www.gdmuseum.com/cn/col49/23498
隋巩县窑青釉瓷碗,隋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650548012095.jpg,https://www.gdmuseum.com/cn/col49/23497
青釉小碗,南朝,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650548299847.jpg,https://www.gdmuseum.com/cn/col49/23496
晋青釉杯盘,晋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650547134452.jpg,https://www.gdmuseum.com/cn/col49/23495
晋青黄釉暗花小瓷碗,晋,瓷器,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650547082460.jpg,https://www.gdmuseum.com/cn/col49/23494
清乾隆广州手绘农耕商贸图外销壁纸,18 世纪,书法、绘画,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650447537918.jpg,https://www.gdmuseum.com/cn/col49/23492
清纸本水粉茶叶种植加工销售图, 19 世纪,其他,https://www.gdmuseum.com/upload/cn/image/2022-04/col49/1650447034618.jpg,https://www.gdmuseum.com/cn/col49/23491
2002年余培绘制“广彩开窗人物直筒瓶”,2002 年,瓷器,,https://www.gdmuseum.com/cn/col49/9632
1997年广彩“紫荆吐艳”纹挂盘,1997 年,瓷器,,https://www.gdmuseum.com/cn/col49/9631
现代广彩人物双兽耳瓶,1996 年,瓷器,,https://www.gdmuseum.com/cn/col49/9630
1985年广彩开光人物花鸟双象耳瓶,1985 年,瓷器,,https://www.gdmuseum.com/cn/col49/9629
1985年广彩开光仕女带座灯罩,1985 年,瓷器,,https://www.gdmuseum.com/cn/col49/9628
1985年广彩大观园双狮耳大瓶,1985 年,瓷器,,https://www.gdmuseum.com/cn/col49/9627
1972年广彩红地开光人物冬瓜瓶,20 世纪 70 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9626
1972年广彩开光三打白骨精天球瓶,20 世纪 70 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9625
1972年广彩蓝地勾金开光山水人物冬瓜瓶,20 世纪 70 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9624
1972年广彩开光女神瓶,20 世纪 70 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9623
1972年广彩都江堰盘,1972 年,瓷器,,https://www.gdmuseum.com/cn/col49/9622
广彩金鱼纹奶壶,20 世纪 50 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9621
广彩金鱼纹茶壶,20 世纪 50 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9620
广彩锦地花果蝶纹盘,20 世纪 50 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9619
广彩花蝶纹奶壶,20 世纪 50 年代,瓷器,,https://www.gdmuseum.com/cn/col49/9618
民国广彩牧牛诗文图高足瓷碟,民国(1912—1949 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9617
民初广彩六龙花鸟纹碗,民国初期(20 世纪早期),瓷器,,https://www.gdmuseum.com/cn/col49/9616
民国广彩山水纹方形碟,民国(1912—1949 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9615
民国广彩人物瓷盘,民国(1912—1949 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9614
民国广彩镂空老鹰纹瓷盘,民国(1912—1949 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9613
民国广彩花口人物花卉凤耳瓷瓶,民国(1912—1949 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9612
民国广彩鹌鸪纹瓷盘,民国(1912—1949 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9611
近代广彩群鹿图瓷板,清末民初(20 世纪初),瓷器,,https://www.gdmuseum.com/cn/col49/9610
清光绪山水人物盘,清末民初(20 世纪初),瓷器,,https://www.gdmuseum.com/cn/col49/9609
清广彩山水瓷盘,清末民初(20 世纪初),瓷器,,https://www.gdmuseum.com/cn/col49/9608
清广彩人物盘,清末民初(20 世纪初),瓷器,,https://www.gdmuseum.com/cn/col49/9607
清晚期广彩人物纹瓷笔筒,清·光绪(1875—1908 年),瓷器,,https://www.gdmuseum.com/cn/col49/9606
清光绪广彩花卉纹太平有象瓷烛台,清·光绪(1875—1908 年),瓷器,,https://www.gdmuseum.com/cn/col49/9605
清广彩锦地开光人物咖啡壶,清·光绪(1875—1908 年),瓷器,,https://www.gdmuseum.com/cn/col49/9604
清光绪广彩开光花鸟人物纹椭圆形大瓷盘,清·光绪(1875—1908 年),瓷器,,https://www.gdmuseum.com/cn/col49/9603
清广彩花卉盘,清·光绪(1875—1908 年),瓷器,,https://www.gdmuseum.com/cn/col49/9602
清同治广彩人物六棱瓷瓶,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9601
清同治广彩花口人物花卉双狮耳瓷瓶,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9600
清同治广彩花碟六棱形盆,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9599
清同治广彩花碟六棱形盆座,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9598
清同治广彩人物纹大瓷盆,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9597
清同治广彩花卉开光人物纹瓷盖瓶,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9596
清同治广彩开窗人物方口双耳瓷瓶,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9595
清同治广彩开窗人物方口双耳瓷瓶,清·同治 (1862—1874 年 ),瓷器,,https://www.gdmuseum.com/cn/col49/9594
