藏品编号,藏品名字,藏品博物馆,藏品年代,藏品年代简介,藏品作者,藏品类型,藏品介绍,藏品图片地址,藏品地址,藏品材质,藏品来源,藏品收藏等级
24761,鱼类化石,辽宁博物馆,,,,标本、化石,,,,石,接受捐赠,三级
24762,三叶虫化石,辽宁博物馆,,,,标本、化石,,,,石,接受捐赠,三级
24763,战国至西汉兽耳铜簋,辽宁博物馆,,,,铜器,,,,铜,旧藏,二级
24764,清驼骨扳指,辽宁博物馆,,,,牙骨角器,,,,骨角牙,拨交,二级
24765,清戴本孝水墨山水图册,辽宁博物馆,,,,书法、绘画,,,,纸,拨交,二级
24766,广东新语 素馨,广东博物馆,,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706145723808.jpg,https://www.gdmuseum.com/cn/col49/149329,,,
24767,寒香馆藏真帖六卷第六册,广东博物馆,,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706145337198.jpg,https://www.gdmuseum.com/cn/col49/149328,,,
24768,寒香馆藏真帖六卷第五册,广东博物馆,,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706144935133.jpg,https://www.gdmuseum.com/cn/col49/149327,,,
24769,寒香馆藏真帖六卷第四册,广东博物馆,,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706144315562.jpg,https://www.gdmuseum.com/cn/col49/149326,,,
24770,寒香馆藏真帖六卷第三册,广东博物馆,,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706087687596.jpg,https://www.gdmuseum.com/cn/col49/149325,,,
24771,寒香馆藏真帖六卷第二册,广东博物馆,,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706087050363.jpg,https://www.gdmuseum.com/cn/col49/149324,,,
24772,寒香馆藏真帖六卷第一册,广东博物馆,,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706084923740.jpg,https://www.gdmuseum.com/cn/col49/149323,,,
24773,明崇祯款青花罗汉纹炉,广东博物馆,明,明·崇祯（公元1628-1644年）,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706083138612.png,https://www.gdmuseum.com/cn/col49/149322,,,
24774,明正统八年墨彩笔架,广东博物馆,明,明·正统（公元1436-1449年）,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706081692474.jpg,https://www.gdmuseum.com/cn/col49/149320,,,
24775,清雍正仿汝窑瓷片,广东博物馆,清,清·雍正（公元1722—1735 年）,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1706081490095.jpg,https://www.gdmuseum.com/cn/col49/149319,,,
24776,清苏长春人物轴,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705977489949.jpg,https://www.gdmuseum.com/cn/col49/149318,,,
24777,清苏长春光孝寺十八罗汉图轴,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2024-01/1705977411829.jpg,https://www.gdmuseum.com/cn/col49/149317,,,
24778,元龙泉小碗,广东博物馆,元,元,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703125536315.jpg,https://www.gdmuseum.com/cn/col49/149315,,,
24779,元龙泉小碗,广东博物馆,元,元,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703125274572.jpg,https://www.gdmuseum.com/cn/col49/149314,,,
24780,宋龙泉小碗,广东博物馆,宋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703125124252.jpg,https://www.gdmuseum.com/cn/col49/149313,,,
24781,宋龙泉小碗,广东博物馆,宋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703124742584.jpg,https://www.gdmuseum.com/cn/col49/149312,,,
24782,清乾隆款变釉长颈瓶,广东博物馆,清,清·乾隆（公元1736-1795年）,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703124449131.jpg,https://www.gdmuseum.com/cn/col49/149311,,,
24783,清德化白釉觚,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703123875156.jpg,https://www.gdmuseum.com/cn/col49/149310,,,
24784,明德化窑土地像,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703123674351.jpg,https://www.gdmuseum.com/cn/col49/149309,,,
24785,明宜兴仿宋钧鼓钉三足洗,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703123445756.jpg,https://www.gdmuseum.com/cn/col49/149308,,,
24786,明龙泉女佛龛,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703123062363.jpg,https://www.gdmuseum.com/cn/col49/149307,,,
24787,清雍正仿成化珊瑚红小碗,广东博物馆,清,清·雍正（公元1722—1735 年）,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703122899245.jpg,https://www.gdmuseum.com/cn/col49/149306,,,
24788,明龙泉窑梅子青鼓墩,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703122520512.jpg,https://www.gdmuseum.com/cn/col49/149305,,,
24789,明德化窑白釉笔架,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1703122150412.jpg,https://www.gdmuseum.com/cn/col49/149304,,,
24790,青釉小碗,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702952888220.jpg,https://www.gdmuseum.com/cn/col49/149303,,,
24791,唐双耳黑釉钵,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702605631004.jpg,https://www.gdmuseum.com/cn/col49/149302,,,
24792,清方士庶山水册,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702516825297.jpg,https://www.gdmuseum.com/cn/col49/149301,,,
24793,清方士庶山水轴,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702516772097.jpg,https://www.gdmuseum.com/cn/col49/149300,,,
24794,清方士庶寒林图轴,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702516711687.jpg,https://www.gdmuseum.com/cn/col49/149299,,,
24795,清方士庶山荘春晓图轴,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702516643039.jpg,https://www.gdmuseum.com/cn/col49/149298,,,
24796,清方士庶寒林图,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702516587514.jpg,https://www.gdmuseum.com/cn/col49/149297,,,
24797,清方士庶仿大痴小景山水轴,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702516506828.jpg,https://www.gdmuseum.com/cn/col49/149296,,,
24798,宋青釉刻花碟,广东博物馆,宋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702347618923.jpg,https://www.gdmuseum.com/cn/col49/149295,,,
24799,宋青釉刻花碟,广东博物馆,宋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702347551767.jpg,https://www.gdmuseum.com/cn/col49/149294,,,
24800,宋青釉刻花碟,广东博物馆,宋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702347300455.jpg,https://www.gdmuseum.com/cn/col49/149293,,,
24801,垫烧,广东博物馆,北宋,北宋 ( 公元 960-1127 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702347120129.jpg,https://www.gdmuseum.com/cn/col49/149292,,,
24802,青釉瓷盒,广东博物馆,北宋,北宋 ( 公元 960-1127 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702346972126.png,https://www.gdmuseum.com/cn/col49/149291,,,
24803,北宋青釉刻花碗,广东博物馆,北宋,北宋 ( 公元 960-1127 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702346574680.jpg,https://www.gdmuseum.com/cn/col49/149290,,,
24804,唐四耳陶罐,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702346119499.jpg,https://www.gdmuseum.com/cn/col49/149289,,,
24805,明万历漳州窑青花朵花纹碟,广东博物馆,明,明·万历（公元1573-1620年）,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702345620466.jpg,https://www.gdmuseum.com/cn/col49/149288,,,
24806,"明万历青花折枝花卉纹""木""字大盘",广东博物馆,明,明·万历（公元1573-1620年）,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702345545285.jpg,https://www.gdmuseum.com/cn/col49/149287,,,
24807,明万历褐釉堆塑龙纹四系罐,广东博物馆,明,明·万历（公元1573-1620年）,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702345354865.jpg,https://www.gdmuseum.com/cn/col49/149286,,,
24808,明万历青花丹凤朝阳纹折腰盘,广东博物馆,明,明·万历（公元1573-1620年）,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702342593680.jpg,https://www.gdmuseum.com/cn/col49/149285,,,
24809,民国侨批(华侨信件),广东博物馆,民国,民国(1912—1949 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702283709797.jpg,https://www.gdmuseum.com/cn/col49/149284,,,
24810,南宋龙泉釉碗,广东博物馆,南宋,南宋 ( 公元 1127—1279 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702280919396.jpg,https://www.gdmuseum.com/cn/col49/149283,,,
24811,南宋菊瓣口绿釉小盘,广东博物馆,南宋,南宋 ( 公元 1127—1279 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702280330149.png,https://www.gdmuseum.com/cn/col49/149282,,,
24812,南宋青白釉扁圆小粉盒（带盖）,广东博物馆,南宋,南宋 ( 公元 1127—1279 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702279753410.jpg,https://www.gdmuseum.com/cn/col49/149281,,,
24813,南宋八角形小粉盒（带盖）,广东博物馆,南宋,南宋 ( 公元 1127—1279 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702279597679.jpg,https://www.gdmuseum.com/cn/col49/149280,,,
24814,南宋菊瓣口绿釉小盘,广东博物馆,南宋,南宋 ( 公元 1127—1279 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702279169837.jpg,https://www.gdmuseum.com/cn/col49/149279,,,
24815,南宋青白釉花瓣口浅壁碗,广东博物馆,南宋,南宋 ( 公元 1127—1279 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702279032356.jpg,https://www.gdmuseum.com/cn/col49/149278,,,
24816,南朝波斯鎏金器,广东博物馆,南朝,南朝,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702278538558.jpg,https://www.gdmuseum.com/cn/col49/149277,,,
24817,东汉规矩纹铜镜,广东博物馆,东汉,东汉 ( 公元 25-220 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702278122142.jpg,https://www.gdmuseum.com/cn/col49/149276,,,
24818,玉玦,广东博物馆,西周,西周中晚期,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702277959074.jpg,https://www.gdmuseum.com/cn/col49/149275,,,
24819,双耳夔纹陶罐,广东博物馆,西周,西周中晚期,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702277782021.jpg,https://www.gdmuseum.com/cn/col49/149274,,,
24820,新石器时代玉琮,广东博物馆,新石器时代,,,,,https://www.gdmuseum.com/upload/cn/image/2023-12/1702277454948.jpg,https://www.gdmuseum.com/cn/col49/149273,,,
24821,“开元通宝”铜钱,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701327649168.jpg,https://www.gdmuseum.com/cn/col49/149272,,,
24822,宋端石太史砚,广东博物馆,宋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701327489267.jpg,https://www.gdmuseum.com/cn/col49/149271,,,
24823,珊瑚阿拉伯墓碑,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701327291278.jpg,https://www.gdmuseum.com/cn/col49/149270,,,
24824,战国蟠首青铜盉,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701327180178.jpg,https://www.gdmuseum.com/cn/col49/149269,,,
24825,战国蟠虺纹双耳青铜鉴,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701327071409.jpg,https://www.gdmuseum.com/cn/col49/149268,,,
24826,新石器时代兽面纹石琮,广东博物馆,新石器时代,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701326937953.jpg,https://www.gdmuseum.com/cn/col49/149267,,,
24827,彩绘双耳罐,广东博物馆,周代,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701326677224.jpg,https://www.gdmuseum.com/cn/col49/149266,,,
24828,唐玉饰,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701312229043.png,https://www.gdmuseum.com/cn/col49/149265,,,
24829,唐玉饰,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701311954663.jpg,https://www.gdmuseum.com/cn/col49/149264,,,
24830,南朝青釉六耳罐,广东博物馆,南朝,南朝,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701311692781.jpg,https://www.gdmuseum.com/cn/col49/149263,,,
24831,西晋陶鸡笼,广东博物馆,西晋,西晋,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701311364871.jpg,https://www.gdmuseum.com/cn/col49/149262,,,
24832,陶俑,广东博物馆,汉,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701308682653.jpg,https://www.gdmuseum.com/cn/col49/149261,,,
24833,南朝青釉天鸡壶,广东博物馆,南朝,南朝,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701308183244.jpg,https://www.gdmuseum.com/cn/col49/149260,,,
24834,插栓式青铜人首柱形器,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701308050874.jpg,https://www.gdmuseum.com/cn/col49/149259,,,
24835,春秋羽状云纹青铜缶,广东博物馆,春秋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701223670412.jpg,https://www.gdmuseum.com/cn/col49/149258,,,
24836,春秋青铜缶,广东博物馆,春秋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701223550342.jpg,https://www.gdmuseum.com/cn/col49/149257,,,
24837,商石锛,广东博物馆,商,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701223328642.jpg,https://www.gdmuseum.com/cn/col49/149256,,,
24838,石戈,广东博物馆,商,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701223184667.jpg,https://www.gdmuseum.com/cn/col49/149255,,,
24839,商青铜戈,广东博物馆,商,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701223064051.jpg,https://www.gdmuseum.com/cn/col49/149254,,,
24840,东周青铜人首柱形饰,广东博物馆,东周,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701222942131.jpg,https://www.gdmuseum.com/cn/col49/149253,,,
24841,东周青铜钲,广东博物馆,东周,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701222462212.jpg,https://www.gdmuseum.com/cn/col49/149252,,,
24842,东周青铜钟,广东博物馆,东周,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701222339039.jpg,https://www.gdmuseum.com/cn/col49/149251,,,
24843,宋端石抄手砚,广东博物馆,宋,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701222154866.jpg,https://www.gdmuseum.com/cn/col49/149250,,,
24844,西汉鎏金青铜卮,广东博物馆,西汉,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701221994164.jpg,https://www.gdmuseum.com/cn/col49/149249,,,
24845,唐水车窑青釉瓣口碗,广东博物馆,唐,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701221842275.jpg,https://www.gdmuseum.com/cn/col49/149248,,,
24846,琉璃珠,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701221478517.jpg,https://www.gdmuseum.com/cn/col49/149247,,,
24847,战国金柄玉环,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1701221326132.jpg,https://www.gdmuseum.com/cn/col49/149246,,,
24848,战国勾连雷纹青铜编钟,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700619083781.jpg,https://www.gdmuseum.com/cn/col49/149245,,,
24849,东汉陶俑,广东博物馆,东汉,东汉 ( 公元 25-220 年 ),,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700469497983.jpg,https://www.gdmuseum.com/cn/col49/149244,,,
24850,明Ⅲ式铜铳,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700469268250.jpg,https://www.gdmuseum.com/cn/col49/149243,,,
24851,明Ⅲ式铜铳,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700468969314.jpg,https://www.gdmuseum.com/cn/col49/149242,,,
24852,明Ⅰ式铜铳,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700468818583.jpg,https://www.gdmuseum.com/cn/col49/149241,,,
24853,汉“亿年无疆”瓦当,广东博物馆,汉,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700468382510.jpg,https://www.gdmuseum.com/cn/col49/149240,,,
24854,汉“万岁”瓦当,广东博物馆,汉,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700467590502.jpg,https://www.gdmuseum.com/cn/col49/149239,,,
24855,青釉暗花盖罐,广东博物馆,元,元,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700467399040.jpg,https://www.gdmuseum.com/cn/col49/149238,,,
24856,元青釉素面葵口碟,广东博物馆,元,元,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700465838808.jpg,https://www.gdmuseum.com/cn/col49/149237,,,
24857,元青釉暗花葵口瓷盘,广东博物馆,元,元,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700465691982.jpg,https://www.gdmuseum.com/cn/col49/149236,,,
24858,战国水波纹罐,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700465479679.jpg,https://www.gdmuseum.com/cn/col49/149235,,,
24859,战国陶碗,广东博物馆,战国,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700465175140.jpg,https://www.gdmuseum.com/cn/col49/149234,,,
24860,金指环,广东博物馆,唐,初唐,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700464991816.jpg,https://www.gdmuseum.com/cn/col49/149233,,,
24861,凤冠装饰品,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700463497300.jpg,https://www.gdmuseum.com/cn/col49/149232,,,
24862,凤冠装饰品,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700463114549.jpg,https://www.gdmuseum.com/cn/col49/149231,,,
24863,清朱鼎新新年景图轴屏,广东博物馆,清,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1700450695024.jpg,https://www.gdmuseum.com/cn/col49/149230,,,
24864,凤冠装饰品,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1698979098310.jpg,https://www.gdmuseum.com/cn/col49/149229,,,
24865,花金钗,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1698978960924.jpg,https://www.gdmuseum.com/cn/col49/149228,,,
24866,细花女发箍,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1698978861529.jpg,https://www.gdmuseum.com/cn/col49/149227,,,
24867,金钗,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1698978723432.jpg,https://www.gdmuseum.com/cn/col49/149226,,,
24868,圆形顶银簪,广东博物馆,明,,,,,https://www.gdmuseum.com/upload/cn/image/2023-11/1698978595033.jpg,https://www.gdmuseum.com/cn/col49/149225,,,
